State,Constituency,Party,Candidate,Votes,Votes Percentage
Jharkhand,Giridih,Independent,SUNITA TUDU,10944,1.70E-05
Jharkhand,Giridih,Bahujan Mukti Party,MD AINUL ANSARI,6939,1.08E-05
Jharkhand,Giridih,Independent,DWARAKA PRASAD LALA,5627,8.72E-06
Jharkhand,Giridih,Independent,KALAWATI DEVI,5430,8.41E-06
Jharkhand,Giridih,Lokhit Adhikar Party,GYANESHWAR PRASAD,5356,8.30E-06
Jharkhand,Giridih,Right to Recall Party,SHIVJI PRASAD,4254,6.59E-06
Jharkhand,Giridih,Peoples Party of India (Democratic),PRAMOD RAM,3825,5.93E-06
Jharkhand,Giridih,Independent,USHA SINGH,3761,5.83E-06
Jharkhand,Giridih,Bhartiya Lokmat Rashtrwadi Party,PAPPU KUMAR NISHAD,3216,4.98E-06
Jharkhand,Giridih,Sarv Samaj Party,SUBHASH KUMAR THAKUR,2517,3.90E-06
Jharkhand,Giridih,None of the Above,NOTA,6044,9.37E-06
Jharkhand,Dhanbad,Bharatiya Janata Party,DULU MAHATO,789172,0.001222833
Jharkhand,Dhanbad,Indian National Congress,ANUPAMA SINGH,457589,0.000709041
Jharkhand,Dhanbad,Independent,MD. EKLAK ANSARI,79653,0.000123423
Jharkhand,Dhanbad,Independent,JAGDISH RAWANI,27635,4.28E-05
Jharkhand,Dhanbad,Independent,JANAK SAH GOND,12764,1.98E-05
Jharkhand,Dhanbad,Independent,MD. ZAHIRUDDIN KHAN,6500,1.01E-05
Jharkhand,Dhanbad,Bahujan Samaj Party,MOHAN SINGH,5639,8.74E-06
Jharkhand,Dhanbad,Independent,TULSI MAHTO,5375,8.33E-06
Jharkhand,Dhanbad,Independent,KAMASHEVAR PRA. VERMA,4004,6.20E-06
Jharkhand,Dhanbad,Independent,SUNAINA KINNAR,3462,5.36E-06
Jharkhand,Dhanbad,Akhil Bhartiya Parivar Party,AKBAR ALI,3041,4.71E-06
Jharkhand,Dhanbad,Samata Party,KRISHNA CHANDRA SINGH RAJ,2821,4.37E-06
Jharkhand,Dhanbad,Independent,ANINDITA DAS,2674,4.14E-06
Jharkhand,Dhanbad,Lokhit Adhikar Party,REZAUL HAQUE,2649,4.10E-06
Jharkhand,Dhanbad,Independent,LAKSHMI DEVI,2605,4.04E-06
Jharkhand,Dhanbad,Independent,UMESH PASWAN,2560,3.97E-06
Jharkhand,Dhanbad,Independent,MOHAMMAD FAISHAL KHAN,1996,3.09E-06
Jharkhand,Dhanbad,Socialist Unity Centre Of India (COMMUNIST),RAJIB TIWARI,1890,2.93E-06
Jharkhand,Dhanbad,Independent,NITAI DUTTA,1743,2.70E-06
Jharkhand,Dhanbad,Peoples Party of India (Democratic),DEEPAK KUMAR DAS,1735,2.69E-06
Jharkhand,Dhanbad,Akhil Bharat Hindu Mahasabha,SANJAY KUMAR GIRI,1627,2.52E-06
Jharkhand,Dhanbad,Aazad Samaj Party (Kanshi Ram),PERWEZ NEYYAR,1161,1.80E-06
Jharkhand,Dhanbad,Independent,TRIDEV KR MAHTO,1144,1.77E-06
Jharkhand,Dhanbad,Independent,MOHAMMAD TAFAZUL HUSSAIN,681,1.06E-06
Jharkhand,Dhanbad,Independent,PREM PRAKASH PASWAN,533,8.26E-07
Jharkhand,Dhanbad,None of the Above,NOTA,7354,1.14E-05
Jharkhand,Ranchi,Bharatiya Janata Party,SANJAY SETH,664732,0.001030012
Jharkhand,Ranchi,Indian National Congress,YASHASWINI SAHAY,544220,0.000843277
Jharkhand,Ranchi,Independent,DEVENDRA NATH MAHTO,132647,0.000205538
Jharkhand,Ranchi,Jai Maha Bharath Party,SOMA SINGH,10341,1.60E-05
Jharkhand,Ranchi,Rashtriya Jansangharsh Swaraj Party,NIPU SINGH,7803,1.21E-05
Jharkhand,Ranchi,Mera Adhikaar Rashtriya Dal,DHANANJAY BHAGAT “GANDHI“,6799,1.05E-05
Jharkhand,Ranchi,Bhagidari Party(P),SHYAM  BIHARI PRAJAPATI,6530,1.01E-05
Jharkhand,Ranchi,Bahujan Samaj Party,MANOJ KUMAR,6427,9.96E-06
Jharkhand,Ranchi,Ambedkarite Party of India,RAMHARI GOPE,6309,9.78E-06
Jharkhand,Ranchi,Independent,ANJANI PANDEY,5397,8.36E-06
Jharkhand,Ranchi,Ekam Sanatan Bharat Dal,SARWESHWARI SAHU,4802,7.44E-06
Jharkhand,Ranchi,Lokhit Adhikar Party,HARINATH SAHU,4136,6.41E-06
Jharkhand,Ranchi,Samata Party,HEMNTI DEVI,4080,6.32E-06
Jharkhand,Ranchi,Republican Party of India (A),RANJANA GIRI,3208,4.97E-06
Jharkhand,Ranchi,Abua Jharkhand Party,BIRENDRA NATH MANJHI,3155,4.89E-06
Jharkhand,Ranchi,Bhartiya Jantantra Morcha,DHARMENDRA TIWARY,3094,4.79E-06
Jharkhand,Ranchi,Sampoorna Bharat Kranti Party,PRAWEEN KACHHAP,2944,4.56E-06
Jharkhand,Ranchi,Independent,PRABEEN CHANDRA MAHATO,2859,4.43E-06
Jharkhand,Ranchi,Independent,SANTOSH KUMAR JAISWAL,2787,4.32E-06
Jharkhand,Ranchi,Peoples Party of India (Democratic),PANKAJ KUMAR RAVI,2763,4.28E-06
Jharkhand,Ranchi,Bahujan Mukti Party,BINOD ORAON,2589,4.01E-06
Jharkhand,Ranchi,Independent,MANORANJAN BHATTACHARYA,2539,3.93E-06
Jharkhand,Ranchi,Independent,AINUL ANSARI,2537,3.93E-06
Jharkhand,Ranchi,Socialist Unity Centre Of India (COMMUNIST),MINTU PASWAN,2164,3.35E-06
Jharkhand,Ranchi,Independent,KOLESHWAR MAHTO,1708,2.65E-06
Jharkhand,Ranchi,Independent,KAMESHWAR PRASAD SAW,1646,2.55E-06
Jharkhand,Ranchi,Independent,ARSHAD AYUB,1412,2.19E-06
Jharkhand,Ranchi,None of the Above,NOTA,8153,1.26E-05
Jharkhand,Jamshedpur,Bharatiya Janata Party,BIDYUT BARAN MAHATO,726174,0.001125217
Jharkhand,Jamshedpur,Jharkhand Mukti Morcha,SAMIR KUMAR MOHANTY,466392,0.000722681
Jharkhand,Jamshedpur,Independent,INDRA DEO PRASAD,8469,1.31E-05
Jharkhand,Jamshedpur,Independent,ARUN MAHATO,7344,1.14E-05
Jharkhand,Jamshedpur,Independent,ANAND MUKHI,6352,9.84E-06
Jharkhand,Jamshedpur,Bahujan Samaj Party,PRANAV KUMAR MAHTO,6151,9.53E-06
Jharkhand,Jamshedpur,Independent,BISHWANATH MAHATO,5331,8.26E-06
Jharkhand,Jamshedpur,Amra Bangalee,ANGAD MAHATO,4925,7.63E-06
Jharkhand,Jamshedpur,Independent,JUJHAR SOREN,4315,6.69E-06
Jharkhand,Jamshedpur,Bharat Adivasi Party,SUKUMAR SOREN,3894,6.03E-06
Jharkhand,Jamshedpur,Ambedkarite Party of India,DHARMU TUDU,3291,5.10E-06
Jharkhand,Jamshedpur,Socialist Unity Centre Of India (COMMUNIST),SANAKA MAHATO,3175,4.92E-06
Jharkhand,Jamshedpur,Independent,JITENDRA SINGH,3167,4.91E-06
Jharkhand,Jamshedpur,Lokhit Adhikar Party,MANOJ GUPTA,2362,3.66E-06
Jharkhand,Jamshedpur,Independent,SADHU CHARAN PAUL,2317,3.59E-06
Jharkhand,Jamshedpur,Independent,SAURAV VISHNU,2264,3.51E-06
Jharkhand,Jamshedpur,Bahujan Maha Party,SHAIKH AKHIRUDDIN,2108,3.27E-06
Jharkhand,Jamshedpur,Peoples Party of India (Democratic),ASHOK KUMAR,2048,3.17E-06
Jharkhand,Jamshedpur,Right to Recall Party,MAHESH KUMAR,1960,3.04E-06
Jharkhand,Jamshedpur,Independent,G JAYRAM DAS,1931,2.99E-06
Jharkhand,Jamshedpur,Bhartiya Azad Sena,ARUN KUMAR SHARMA,1801,2.79E-06
Jharkhand,Jamshedpur,Bhagidari Party(P),DOMAN CHANDRA BHAKAT,1348,2.09E-06
Jharkhand,Jamshedpur,Independent,BABLU PRASAD DANGI,1152,1.79E-06
Jharkhand,Jamshedpur,Independent,GYAN SAGAR PRASAD,1044,1.62E-06
Jharkhand,Jamshedpur,Independent,PARWATI KISKU,988,1.53E-06
Jharkhand,Jamshedpur,None of the Above,NOTA,7326,1.14E-05
Jharkhand,Singhbhum,Jharkhand Mukti Morcha,JOBA MAJHI,520164,0.000806002
Jharkhand,Singhbhum,Bharatiya Janata Party,GEETA KORA,351762,0.00054506
Jharkhand,Singhbhum,Independent,DAMODAR SINGH HANSDA,44292,6.86E-05
Jharkhand,Singhbhum,Independent,MADHAV CHANDRA KUNKAL,19834,3.07E-05
Jharkhand,Singhbhum,Independent,SANGRAM MARDI,16111,2.50E-05
Jharkhand,Singhbhum,Bahujan Samaj Party,PARDESHI LAL MUNDA,8742,1.35E-05
Jharkhand,Singhbhum,Independent,DURGA LAL MURMU,4924,7.63E-06
Jharkhand,Singhbhum,Jharkhand Party,CHITRASEN SINKU,3210,4.97E-06
Jharkhand,Singhbhum,Ambedkarite Party of India,BISHWA VIJAY MARDI,3070,4.76E-06
Jharkhand,Singhbhum,Independent,ASHA KUMARI RUNDA,2754,4.27E-06
Jharkhand,Singhbhum,Jharkhand Mukti Morcha  (Ulgulan),KRISHNA MARDI,2615,4.05E-06
Jharkhand,Singhbhum,Peoples Party of India (Democratic),SUDHA RANI BESRA,2409,3.73E-06
Jharkhand,Singhbhum,Right to Recall Party,BIR SINGH DEOGAM,1927,2.99E-06
Jharkhand,Singhbhum,Socialist Unity Centre Of India (COMMUNIST),PANMANI SINGH,1801,2.79E-06
Jharkhand,Singhbhum,None of the Above,NOTA,23982,3.72E-05
Jharkhand,Khunti,Indian National Congress,KALI CHARAN MUNDA,511647,0.000792804
Jharkhand,Khunti,Bharatiya Janata Party,ARJUN MUNDA,361972,0.000560881
Jharkhand,Khunti,Bahujan Samaj Party,SAVITRI DEVI,12300,1.91E-05
Jharkhand,Khunti,Independent,BASANT KUMAR LONGA,10755,1.67E-05
Jharkhand,Khunti,Jharkhand Party,ARPANA HANS,8532,1.32E-05
Jharkhand,Khunti,Independent,PASTAR SANJAY KUMAR TIRKEY,4963,7.69E-06
Jharkhand,Khunti,Bharat Adivasi Party,BABITA KACHHAP,4594,7.12E-06
Jharkhand,Khunti,None of the Above,NOTA,21919,3.40E-05
Jharkhand,Lohardaga,Indian National Congress,SUKHDEO BHAGAT,483038,0.000748474
Jharkhand,Lohardaga,Bharatiya Janata Party,SAMIR ORAON,343900,0.000532878
Jharkhand,Lohardaga,Independent,CHAMRA LINDA,45998,7.13E-05
Jharkhand,Lohardaga,Communist Party of India,MAHENDRA ORAON,16793,2.60E-05
Jharkhand,Lohardaga,Independent,SHANIYA ORAON,10911,1.69E-05
Jharkhand,Lohardaga,Bahujan Samaj Party,GIRJANANDAN URAON,9148,1.42E-05
Jharkhand,Lohardaga,Independent,MARIANUS TIGGA,9131,1.41E-05
Jharkhand,Lohardaga,Peoples Party of India (Democratic),BIHARI BHAGAT,7602,1.18E-05
Jharkhand,Lohardaga,Independent,STEPHAN KINDO,7599,1.18E-05
Jharkhand,Lohardaga,Independent,RANJEET BHAGAT,5527,8.56E-06
Jharkhand,Lohardaga,Lokhit Adhikar Party,RAMCHANDRA BHAGAT,4310,6.68E-06
Jharkhand,Lohardaga,Independent,PAWAN TIGGA,3713,5.75E-06
Jharkhand,Lohardaga,Independent,ARPAN DEO BHAGAT,2814,4.36E-06
Jharkhand,Lohardaga,Independent,ARJUN TOPPO,2747,4.26E-06
Jharkhand,Lohardaga,Bhagidari Party(P),MANI MUNDA,2510,3.89E-06
Jharkhand,Lohardaga,None of the Above,NOTA,11384,1.76E-05
Jharkhand,Palamau,Bharatiya Janata Party,VISHNU DAYAL RAM,770362,0.001193687
Jharkhand,Palamau,Rashtriya Janata Dal,MAMTA BHUIYAN,481555,0.000746176
Jharkhand,Palamau,Bahujan Samaj Party,KAMESHWAR BAITHA,40000,6.20E-05
Jharkhand,Palamau,Lokhit Adhikar Party,SANAN RAM,17875,2.77E-05
Jharkhand,Palamau,Independent,GANESH RAVI,17699,2.74E-05
Jharkhand,Palamau,Rashtriya Samanta Dal,BRAJESH KUMAR TURI,17566,2.72E-05
Jharkhand,Palamau,Peoples Party of India (Democratic),VRINDA RAM,11270,1.75E-05
Jharkhand,Palamau,Socialist Unity Centre Of India (COMMUNIST),MAHENDRA BAITHA,5115,7.93E-06
Jharkhand,Palamau,Bahujan Mukti Party,RAM VACHAN RAM,4953,7.67E-06
Jharkhand,Palamau,None of the Above,NOTA,24343,3.77E-05
Jharkhand,Hazaribagh,Bharatiya Janata Party,MANISH JAISWAL,654613,0.001014332
Jharkhand,Hazaribagh,Indian National Congress,JAI PRAKASH BHAI PATEL,377927,0.000585603
Jharkhand,Hazaribagh,Independent,SANJAY KUMAR MEHTA,157977,0.000244788
Jharkhand,Hazaribagh,Independent,SHASHI BHUSHAN KESHRI,15386,2.38E-05
Jharkhand,Hazaribagh,Communist Party of India,ANIRUDDH KUMAR,10468,1.62E-05
Jharkhand,Hazaribagh,Bahujan Samaj Party,MD. MOIN UDDIN AHMAD,7438,1.15E-05
Jharkhand,Hazaribagh,Independent,MD. SERAJ,5506,8.53E-06
Jharkhand,Hazaribagh,Independent,VINOD KUMAR RANA,4841,7.50E-06
Jharkhand,Hazaribagh,Lokhit Adhikar Party,KUNJ BIHARI KUMAR,4234,6.56E-06
Jharkhand,Hazaribagh,Akhil Bhartiya Parivar Party,CHHATHI DEVI,3316,5.14E-06
Jharkhand,Hazaribagh,Independent,ABHISHEK KUMAR,2972,4.61E-06
Jharkhand,Hazaribagh,Peoples Party of India (Democratic),NISHANT KUMAR SINHA,2956,4.58E-06
Jharkhand,Hazaribagh,Independent,MANOJ KUMAR BEDIA,2578,3.99E-06
Jharkhand,Hazaribagh,Samata Party,BHUNESHWAR BEDIYA,2264,3.51E-06
Jharkhand,Hazaribagh,Jharkhand Party,RAJ KUMAR,1935,3.00E-06
Jharkhand,Hazaribagh,Bhagidari Party(P),SHYAM BIHARI PRAJAPATI,1839,2.85E-06
Jharkhand,Hazaribagh,Bhartiya Azad Sena,PRAKASH SONI,1217,1.89E-06
Jharkhand,Hazaribagh,None of the Above,NOTA,7200,1.12E-05
Uttarakhand,Tehri Garhwal,Bharatiya Janata Party,MALA RAJYA LAKSHMI SHAH,462603,0.00071681
Uttarakhand,Tehri Garhwal,Indian National Congress,JOT SINGH GUNSOLA,190110,0.000294578
Uttarakhand,Tehri Garhwal,Independent,BOBY PANWAR,168081,0.000260444
Uttarakhand,Tehri Garhwal,Rashtriya Uttarakhand Party,NAVNEET SINGH GOSAIN,10026,1.55E-05
Uttarakhand,Tehri Garhwal,Bahujan Samaj Party,NEMCHAND,6908,1.07E-05
Uttarakhand,Tehri Garhwal,Bhartiya Rashtriya Ekta Dal,BRIJ BHUSHAN KARANWAL,3570,5.53E-06
Uttarakhand,Tehri Garhwal,Independent,SARDAR KHAN PAPPU,3275,5.07E-06
Uttarakhand,Tehri Garhwal,Independent,VEPIN KUMAR AGGARWAL,3216,4.98E-06
Uttarakhand,Tehri Garhwal,Peoples Party of India (Democratic),RAMPAL SINGH,2362,3.66E-06
Uttarakhand,Tehri Garhwal,Independent,SUDESH TOMAR,2268,3.51E-06
Uttarakhand,Tehri Garhwal,Independent,PREM DUTT SEMWAL,2164,3.35E-06
Uttarakhand,Tehri Garhwal,None of the Above,NOTA,7458,1.16E-05
Uttarakhand,Garhwal,Bharatiya Janata Party,ANIL BALUNI,432159,0.000669637
Uttarakhand,Garhwal,Indian National Congress,GANESH GODIYAL,268656,0.000416286
Uttarakhand,Garhwal,Independent,SONU KUMAR,4822,7.47E-06
Uttarakhand,Garhwal,Uttarakhand Kranti Dal,ASHUTOSH SINGH,4561,7.07E-06
Uttarakhand,Garhwal,Bahujan Samaj Party,DHEER SINGH,4122,6.39E-06
Uttarakhand,Garhwal,Independent,MUKESH PRAKASH,3079,4.77E-06
Uttarakhand,Garhwal,Independent,DEEPENDRA SINGH NEGI,1640,2.54E-06
Uttarakhand,Garhwal,Peoples Party of India (Democratic),SURESHI DEVI,1512,2.34E-06
Uttarakhand,Garhwal,Akhil Bhartiya Parivar Party,ARJUN SINGH,1378,2.14E-06
Uttarakhand,Garhwal,Socialist Unity Centre Of India (COMMUNIST),RESHMA PANWAR,1293,2.00E-06
Uttarakhand,Garhwal,Sainik Samaj Party,DR MUKESH PANT,1179,1.83E-06
Uttarakhand,Garhwal,Uttarakhand Samanta Party,VINOD KUMAR SHARMA,884,1.37E-06
Uttarakhand,Garhwal,Bahujan Mukti Party,SHYAMLAL,771,1.19E-06
Uttarakhand,Garhwal,None of the Above,NOTA,11375,1.76E-05
Uttarakhand,Almora,Bharatiya Janata Party,AJAY TAMTA,429167,0.000665
Uttarakhand,Almora,Indian National Congress,PRADEEP TAMTA,195070,0.000302264
Uttarakhand,Almora,Bahujan Samaj Party,NARAYAN RAM,10075,1.56E-05
Uttarakhand,Almora,Uttarakhand Parivartan Party,KIRAN ARYA,5778,8.95E-06
Uttarakhand,Almora,Independent,ARJUN PRASAD,4707,7.29E-06
Uttarakhand,Almora,Peoples Party of India (Democratic),DR PRAMOD KUMAR,4457,6.91E-06
Uttarakhand,Almora,Bahujan Mukti Party,ER JYOTI PRAKASH TAMTA,2224,3.45E-06
Uttarakhand,Almora,None of the Above,NOTA,17019,2.64E-05
Uttarakhand,Nainital-Udhamsingh Nagar,Bharatiya Janata Party,AJAY BHATT,772671,0.001197265
Uttarakhand,Nainital-Udhamsingh Nagar,Indian National Congress,PRAKASH JOSHI,438123,0.000678878
Uttarakhand,Nainital-Udhamsingh Nagar,Bahujan Samaj Party,AKHTAR ALI,23455,3.63E-05
Uttarakhand,Nainital-Udhamsingh Nagar,Akhil Bhartiya Parivar Party,AKHALESH KUMAR,4902,7.60E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Independent,HITESH PATHAK,4315,6.69E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Independent,RAMESH KUMAR MAX,3300,5.11E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Peoples Party of India (Democratic),AMAR SINGH SAINI,2987,4.63E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Bharat Ki Lok Jimmedar Party,JEEVAN CHANDRA UPRETI,2310,3.58E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Uttarakhand Kranti Dal,SHIB SINGH,1855,2.87E-06
Uttarakhand,Nainital-Udhamsingh Nagar,Bhartiya Shakti Chetna Party,SURENDRA SINGH,1673,2.59E-06
Uttarakhand,Nainital-Udhamsingh Nagar,None of the Above,NOTA,10425,1.62E-05
Uttarakhand,Haridwar,Bharatiya Janata Party,TRIVENDRA SINGH RAWAT,653808,0.001013085
Uttarakhand,Haridwar,Indian National Congress,VIRENDRA RAWAT,489752,0.000758878
Uttarakhand,Haridwar,Independent,UMESH KUMAR PATRAKAR,91188,0.000141297
Uttarakhand,Haridwar,Bahujan Samaj Party,JAMIL AHMAD,42323,6.56E-05
Uttarakhand,Haridwar,Uttarakhand Samanta Party,BALBIR SINGH BHANDARI,2961,4.59E-06
Uttarakhand,Haridwar,Uttarakhand Kranti Dal,MOHAN SINGH ASWAL,2854,4.42E-06
Uttarakhand,Haridwar,Independent,VIJAY KUMAR,2410,3.73E-06
Uttarakhand,Haridwar,Independent,PAWAN KASHYAP,2178,3.37E-06
Uttarakhand,Haridwar,Independent,KARAN SINGH SAINI ENGINEER,1974,3.06E-06
Uttarakhand,Haridwar,Independent,AKRAM HUSSAIN,1685,2.61E-06
Uttarakhand,Haridwar,Peoples Party of India (Democratic),LALIT KUMAR,1410,2.18E-06
Uttarakhand,Haridwar,Bhartiya Rashtriya Ekta Dal,SURESH PAL,1162,1.80E-06
Uttarakhand,Haridwar,Independent,ASHISH DHYANI,1117,1.73E-06
Uttarakhand,Haridwar,Independent,AVNISH KUMAR,975,1.51E-06
Uttarakhand,Haridwar,None of the Above,NOTA,6826,1.06E-05
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bharatiya Janata Party,BISHNU PADA RAY,102436,0.000158726
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Indian National Congress,KULDEEP RAI SHARMA,78040,0.000120924
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Andaman Nicobar Democratic Congress,MANOJ PAUL,8254,1.28E-05
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Communist Party of India  (Marxist),D AYYAPPAN,6017,9.32E-06
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Independent,V.K. ABDUL AZIZ,2203,3.41E-06
Andaman & Nicobar Islands,Andaman & Nicobar Islands,All India Anna Dravida Munnetra Kazhagam,K J B SELVARAJ,914,1.42E-06
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Bahujan Samaj Party,DR ARUN KUMAR MALLIK,719,1.11E-06
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Independent,RINKU MALA MONDAL,542,8.40E-07
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Independent,K VENKAT RAM BABU,507,7.86E-07
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Independent,USHA KUMARI,380,5.89E-07
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Socialist Unity Centre Of India (COMMUNIST),SALAMAT MONDAL,351,5.44E-07
Andaman & Nicobar Islands,Andaman & Nicobar Islands,Independent,ANAND RAMNATH ARLEKAR,342,5.30E-07
Andaman & Nicobar Islands,Andaman & Nicobar Islands,None of the Above,NOTA,1809,2.80E-06
Chandigarh,Chandigarh,Indian National Congress,MANISH TEWARI,216657,0.000335713
Chandigarh,Chandigarh,Bharatiya Janata Party,SANJAY TANDON,214153,0.000331833
Chandigarh,Chandigarh,Bahujan Samaj Party,RITU SINGH,6708,1.04E-05
Chandigarh,Chandigarh,Independent,LAKHVIR SINGH ALIAS KOTLA,2626,4.07E-06
Chandigarh,Chandigarh,Akhil Bhartiya Parivar Party,DEEPANSHU SHARMA,1068,1.65E-06
Chandigarh,Chandigarh,Independent,EX-ASSISTANT COMMANDANT RANPREET SINGH,1054,1.63E-06
Chandigarh,Chandigarh,Independent,VINOD KUMAR,683,1.06E-06
Chandigarh,Chandigarh,Haryana Jansena Party,SUNIL THAMAN,577,8.94E-07
Chandigarh,Chandigarh,Independent,BALJEET SINGH ALIAS LADDI,436,6.76E-07
Chandigarh,Chandigarh,Independent,SUNIL KUMAR,321,4.97E-07
Chandigarh,Chandigarh,Independent,PARTAP SINGH RANA,307,4.76E-07
Chandigarh,Chandigarh,Independent,MAHANT RAVI KANT MUNI,295,4.57E-07
Chandigarh,Chandigarh,Independent,VIVEK SHARMA,294,4.56E-07
Chandigarh,Chandigarh,Independent,PIAR CHAND ALIAS KOUNDAL,255,3.95E-07
Chandigarh,Chandigarh,Independent,KISHOR KUMAR ALIAS BANTI BHAIYA,239,3.70E-07
Chandigarh,Chandigarh,Sainik Samaj Party,RAJINDER KAUR,217,3.36E-07
Chandigarh,Chandigarh,Super Power India Party,RAJ PRINCE SINGH,205,3.18E-07
Chandigarh,Chandigarh,Independent,PUSHPINDER SINGH ALIAS LOVELY ATTAWA,154,2.39E-07
Chandigarh,Chandigarh,Independent,KULDIP RAI ALIAS HAPPY SOOD MORINDA,114,1.77E-07
Chandigarh,Chandigarh,None of the Above,NOTA,2912,4.51E-06
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Independent,PATEL UMESHBHAI BABUBHAI,42523,6.59E-05
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Bharatiya Janata Party,LALUBHAI BABUBHAI PATEL,36298,5.62E-05
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Indian National Congress,KETAN DAHYABHAI PATEL,11258,1.74E-05
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Navsarjan Bharat Party,UMESH PATEL,545,8.44E-07
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Independent,SAKIL LATIF KHAN,323,5.00E-07
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Independent,IDRISH G MULLA,247,3.83E-07
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,Independent,PATEL UMESHBHAI BABU,238,3.69E-07
Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,None of the Above,NOTA,978,1.52E-06
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,Bharatiya Janata Party,DELKAR KALABEN MOHANBHAI,121074,0.000187606
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,Indian National Congress,AJIT RAMJIBHAI MAHALA,63490,9.84E-05
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,Bharat Adivasi Party,KURADA DEEPAKBHAI,10197,1.58E-05
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,Bahujan Samaj Party,BORSA SANDIPBHAI S,3152,4.88E-06
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,Independent,SHAILESHBHAI VARTHA,2524,3.91E-06
Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,None of the Above,NOTA,5151,7.98E-06
NCT OF Delhi,Chandni Chowk,Bharatiya Janata Party,PRAVEEN KHANDELWAL,516496,0.000800318
NCT OF Delhi,Chandni Chowk,Indian National Congress,JAI PRAKASH AGARWAL,427171,0.000661908
NCT OF Delhi,Chandni Chowk,Bahujan Samaj Party,ABUL KALAM AZAD,5829,9.03E-06
NCT OF Delhi,Chandni Chowk,Atulya Bharat Party,UMESH RATHOR,1617,2.51E-06
NCT OF Delhi,Chandni Chowk,Azad Samaj Party,SEEMA RIZVI,1089,1.69E-06
NCT OF Delhi,Chandni Chowk,Navarang Congress Party,SHAIK JALEEL,949,1.47E-06
NCT OF Delhi,Chandni Chowk,Aman Samaj Party,MD NAZIR,945,1.46E-06
NCT OF Delhi,Chandni Chowk,Satya Bahumat Party,SATYA DEV CHAUDHARY,842,1.30E-06
NCT OF Delhi,Chandni Chowk,Socialist Unity Centre Of India (COMMUNIST),RITU KAUSHIK,643,9.96E-07
NCT OF Delhi,Chandni Chowk,Rashtriya Republican Party,SAMEER MIRZA,513,7.95E-07
NCT OF Delhi,Chandni Chowk,Swaraj Bhartiya Nyay Party,SOHARSH GULGULIA JAIN,503,7.79E-07
NCT OF Delhi,Chandni Chowk,Gareeb Aadmi Party,SHYAM BHARTEEY,463,7.17E-07
NCT OF Delhi,Chandni Chowk,Peoples Party of India (Democratic),GULJAR SINGH,424,6.57E-07
NCT OF Delhi,Chandni Chowk,Bharatiya Liberal Party,YOGENDER SINGH,389,6.03E-07
NCT OF Delhi,Chandni Chowk,Akhil Bhartiya Parivar Party,VINOD KUMAR GUPTA,359,5.56E-07
NCT OF Delhi,Chandni Chowk,Right to Recall Party,SHIVAM SAINI,330,5.11E-07
NCT OF Delhi,Chandni Chowk,Akhil Bhartiya Sudhar Party,MANOJ KUMAR NIGAM,321,4.97E-07
NCT OF Delhi,Chandni Chowk,Bharat Lok Sewak Party,RAJESH GUPTA,262,4.06E-07
NCT OF Delhi,Chandni Chowk,Rashtriya Mangalam Party,RAHUL SHARMA,257,3.98E-07
NCT OF Delhi,Chandni Chowk,Independent,SUNIL KUMAR,247,3.83E-07
NCT OF Delhi,Chandni Chowk,Independent,SUBHASH CHANDER,220,3.41E-07
NCT OF Delhi,Chandni Chowk,Bharatheeya Jawan Kisan Party,MOHD HAMID,189,2.93E-07
NCT OF Delhi,Chandni Chowk,Independent,PYUSH NARULA,172,2.67E-07
NCT OF Delhi,Chandni Chowk,Public Political Party,HEENA,169,2.62E-07
NCT OF Delhi,Chandni Chowk,Independent,ASHOK KUMAR GUPTA,140,2.17E-07
NCT OF Delhi,Chandni Chowk,None of the Above,NOTA,5563,8.62E-06
